"","SERIALNO","PUMA","PWGTP","AGEP","SEX","WAGP"
706,2011000472777,2100,18,22,1,5500
707,2011000472777,2100,19,22,1,2500
708,2011000472777,2100,19,22,1,0
709,2011000474161,2100,15,14,1,0
710,2011000474406,2100,12,85,2,15000
711,2011000475032,2100,30,52,1,27000
712,2011000475032,2100,28,30,2,0
713,2011000475032,2100,20,10,2,0
714,2011000475032,2100,20,7,1,0
715,2011000475032,2100,20,6,1,0
716,2011000475032,2100,20,6,1,0
717,2011000475032,2100,32,4,1,0
718,2011000476641,2100,57,23,1,3000
719,2011000478107,2100,17,50,2,0
720,2011000478107,2100,20,54,1,50000
721,2011000478107,2100,18,17,2,2500
722,2011000479727,2100,18,55,2,85000
723,2011000482102,2100,12,66,1,0
724,2011000482102,2100,12,65,2,0
725,2011000482366,2100,16,18,2,0
726,2011000483576,2100,18,22,1,13000
727,2011000483576,2100,16,29,2,13000
728,2011000487906,2100,11,18,2,0
729,2011000488148,2100,62,41,1,38000
730,2011000488148,2100,72,36,2,15000
731,2011000488148,2100,65,15,1,0
732,2011000488148,2100,65,7,2,0
733,2011000488740,2100,4,59,1,8700
734,2011000488740,2100,7,33,1,21700
735,2011000489854,2100,68,41,1,50000
736,2011000493705,2100,2,18,2,1400
737,2011000494350,2100,19,25,1,28000
738,2011000494387,2100,21,60,1,0
739,2011000494506,2100,2,20,2,400
740,2011000494506,2100,5,2,2,0
741,2011000494506,2100,3,21,1,21000
742,2011000495626,2100,5,65,1,25600
743,2011000495626,2100,4,66,2,0
744,2011000495780,2100,9,72,1,0
745,2011000495780,2100,8,70,2,0
746,2011000496558,2100,5,39,1,51000
747,2011000496558,2100,5,39,2,5400
748,2011000496558,2100,5,4,1,0
749,2011000496817,2100,15,42,1,203000
750,2011000496817,2100,17,42,2,75000
751,2011000496817,2100,16,13,2,0
752,2011000496817,2100,17,11,1,0
753,2011000500050,2100,1,20,1,6500
754,2011000501587,2100,35,86,2,0
755,2011000503213,2100,14,21,2,0
756,2011000504746,2100,2,63,2,0
757,2011000504746,2100,4,69,1,0
758,2011000504746,2100,5,47,1,2200
759,2011000504746,2100,4,62,1,0
760,2011000504746,2100,3,15,2,0
761,2011000506382,2100,67,32,1,12000
762,2011000506382,2100,91,64,1,0
763,2011000506382,2100,87,31,2,5200
764,2011000509195,2100,12,20,2,5000
765,2011000509195,2100,16,20,2,7000
766,2011000510831,2100,10,63,2,41000
767,2011000510831,2100,11,62,1,30000
768,2011000512188,2100,11,18,1,6000
769,2011000512395,2100,16,41,2,48000
770,2011000513434,2100,14,22,1,26000
771,2011000513708,2100,18,18,2,2000
772,2011000514724,2100,20,60,1,41000
773,2011000514724,2100,20,61,2,47400
774,2011000516345,2100,7,36,1,15000
775,2011000516345,2100,9,25,1,0
776,2011000518337,2100,5,57,2,9600
777,2011000523960,2100,94,22,1,3000
778,2011000523960,2100,140,24,1,15000
779,2011000525060,2100,21,20,2,1100
780,2011000527063,2100,25,35,1,0
781,2011000527209,2100,16,28,1,0
782,2011000528056,2100,12,76,1,0
783,2011000528056,2100,15,76,2,2000
784,2011000529524,2100,14,18,2,0
785,2011000530426,2100,15,70,2,6100
786,2011000530426,2100,15,70,1,0
787,2011000530462,2100,8,65,1,0
788,2011000530462,2100,8,56,2,50000
789,2011000531452,2100,17,28,2,45000
790,2011000531452,2100,28,4,1,0
791,2011000531452,2100,23,28,1,30000
792,2011000533221,2100,8,34,1,0
793,2011000533578,2100,14,31,1,65000
794,2011000533578,2100,13,32,2,0
795,2011000536166,2100,12,20,2,0
796,2011000536508,2100,13,19,1,510
797,2011000539596,2100,15,62,1,35000
798,2011000539596,2100,16,61,2,30000
799,2011000540856,2100,15,24,2,1000
800,2011000541484,2100,15,21,1,5000
801,2011000541555,2100,18,29,1,18700
802,2011000541555,2100,28,30,2,0
803,2011000541555,2100,35,29,2,0
804,2011000541555,2100,35,29,2,14300
805,2011000543599,2100,16,18,1,7500
806,2011000544832,2100,25,21,2,7000
807,2011000544832,2100,35,21,2,2300
808,2011000544832,2100,35,21,2,7000
809,2011000547019,2100,23,27,2,3600
810,2011000547019,2100,35,31,1,52000
811,2011000547807,2100,14,20,1,6500
812,2011000549629,2100,18,19,2,2000
813,2011000550435,2100,8,19,1,3500
814,2011000550791,2100,21,31,1,45000
815,2011000550791,2100,20,31,2,42000
816,2011000550791,2100,30,1,2,0
817,2011000553409,2100,10,24,2,36000
818,2011000554855,2100,3,31,1,12000
819,2011000554855,2100,3,30,2,19000
820,2011000554855,2100,3,9,2,0
821,2011000554998,2100,2,74,2,0
822,2011000554998,2100,3,80,1,0
823,2011000555346,2100,22,58,1,36000
824,2011000555346,2100,22,57,2,56000
825,2011000555346,2100,33,27,1,45000
826,2011000555895,2100,26,49,1,23000
827,2011000555895,2100,25,16,2,0
828,2011000555895,2100,25,38,1,25000
829,2011000558531,2100,16,54,1,55000
830,2011000558531,2100,18,49,2,59000
831,2011000562575,2100,6,49,1,50000
832,2011000562575,2100,6,46,2,51000
833,2011000562575,2100,12,19,2,8000
834,2011000562575,2100,5,17,1,0
835,2011000563408,2100,12,51,1,55000
836,2011000568385,2100,18,57,1,50000
837,2011000568385,2100,18,55,2,42000
838,2011000568385,2100,21,26,2,20000
839,2011000568385,2100,28,20,2,15000
840,2011000568385,2100,29,1,2,0
841,2011000571156,2100,82,35,1,24800
842,2011000571156,2100,96,35,2,0
843,2011000571353,2100,25,18,2,1400
844,2011000574728,2100,12,44,1,75000
845,2011000574728,2100,17,44,2,79000
846,2011000574728,2100,18,13,1,0
847,2011000574728,2100,18,11,1,0
848,2011000574728,2100,18,8,2,0
849,2011000577103,2100,73,53,1,1e+05
850,2011000577103,2100,79,38,2,45000
851,2011000577374,2100,8,25,1,0
852,2011000579413,2100,30,28,1,8700
853,2011000579413,2100,24,27,2,16000
854,2011000579540,2100,16,20,2,300
855,2011000581116,2100,14,53,2,0
856,2011000581738,2100,22,20,2,0
857,2011000583228,2100,70,23,1,8000
858,2011000583228,2100,97,25,1,6000
859,2011000583228,2100,69,25,1,5300
860,2011000583228,2100,94,24,1,0
861,2011000583521,2100,18,20,1,0
862,2011000584729,2100,4,50,2,34000
863,2011000584729,2100,7,77,1,0
864,2011000584743,2100,8,47,1,34600
865,2011000584743,2100,9,49,2,0
866,2011000585372,2100,13,60,1,5000
867,2011000587507,2100,21,50,1,20000
868,2011000587507,2100,30,79,2,0
869,2011000588287,2100,18,50,1,130000
870,2011000588287,2100,21,49,2,70000
871,2011000588287,2100,18,15,2,0
872,2011000588287,2100,18,14,2,0
873,2011000588287,2100,20,7,1,0
874,2011000588373,2100,29,23,2,1300
875,2011000588373,2100,41,24,2,500
876,2011000588373,2100,40,24,2,20000
877,2011000590285,2100,21,50,2,210000
878,2011000590285,2100,26,48,2,40000
879,2011000591029,2100,19,57,1,1e+05
880,2011000591029,2100,20,64,2,53000
881,2011000593730,2100,6,68,1,0
882,2011000593730,2100,6,68,2,0
883,2011000594577,2100,18,55,2,10000
884,2011000594577,2100,50,18,1,4500
885,2011000595181,2100,2,53,1,58000
886,2011000595181,2100,2,54,2,52000
887,2011000598358,2100,62,21,1,5000
888,2011000598358,2100,87,21,1,15000
889,2011000599090,2100,19,22,2,6000
890,2011000605281,2100,17,76,2,0
891,2011000605281,2100,18,75,1,0
892,2011000605764,2100,14,57,2,36000
893,2011000605764,2100,15,60,1,4300
894,2011000606300,2100,13,88,1,0
895,2011000606300,2100,15,52,2,80000
896,2011000606300,2100,15,52,2,50000
897,2011000607503,2100,21,71,1,65000
898,2011000607503,2100,21,67,2,0
899,2011000607503,2100,30,45,1,0
900,2011000607730,2100,4,49,1,60000
901,2011000607730,2100,4,50,2,4000
902,2011000607730,2100,6,22,2,5000
903,2011000609566,2100,25,20,2,3000
904,2011000609566,2100,35,21,2,300
905,2011000609566,2100,34,20,2,3000
906,2011000610035,2100,12,65,1,0
907,2011000610035,2100,11,62,2,0
908,2011000610536,2100,92,29,2,45000
909,2011000610536,2100,84,30,1,25000
910,2011000610536,2100,95,12,2,0
911,2011000610536,2100,114,0,1,0
912,2011000611724,2100,3,62,1,60000
913,2011000611724,2100,4,59,2,43000
914,2011000612321,2100,32,54,1,15100
915,2011000612321,2100,29,54,2,29900
916,2011000612838,2100,35,36,1,0
917,2011000613572,2100,3,54,1,22000
918,2011000613572,2100,4,58,2,0
919,2011000614508,2100,12,53,1,20000
920,2011000616706,2100,27,61,1,60000
921,2011000616706,2100,28,55,2,0
922,2011000616706,2100,43,33,2,20000
923,2011000616706,2100,40,27,1,5000
924,2011000616706,2100,41,24,1,8000
925,2011000616706,2100,30,15,2,0
926,2011000618132,2100,20,72,1,0
927,2011000618132,2100,20,67,2,0
928,2011000619327,2100,21,73,1,0
929,2011000619327,2100,21,66,2,0
930,2011000620275,2100,23,51,1,75000
931,2011000620462,2100,11,49,1,399000
932,2011000620462,2100,12,40,2,0
933,2011000620462,2100,13,5,2,0
934,2011000620462,2100,11,16,1,3000
935,2011000621604,2100,17,54,2,0
936,2011000622335,2100,3,81,1,0
937,2011000622335,2100,2,82,2,0
938,2011000625494,2100,2,22,2,5500
939,2011000625517,2100,13,20,2,3000
940,2011000626190,2100,23,18,2,0
941,2011000627556,2100,12,20,1,5200
942,2011000628044,2100,7,18,2,0
943,2011000629565,2100,4,53,1,55000
944,2011000629565,2100,4,52,2,17000
945,2011000629565,2100,6,33,2,4000
946,2011000629565,2100,5,7,2,0
947,2011000629565,2100,5,6,2,0
948,2011000629565,2100,5,5,1,0
949,2011000629593,2100,57,61,1,0
950,2011000632313,2100,19,49,1,3700
951,2011000632313,2100,17,50,2,6600
952,2011000632313,2100,19,6,2,0
953,2011000633346,2100,45,22,1,3000
954,2011000633346,2100,63,21,1,2500
955,2011000633934,2100,8,32,1,20000
956,2011000634625,2100,27,25,1,10000
957,2011000634625,2100,30,24,2,22000
958,2011000634959,2100,18,22,1,0
959,2011000635188,2100,5,58,2,4000
960,2011000635369,2100,14,48,1,65000
961,2011000635369,2100,15,45,2,30000
962,2011000635369,2100,30,19,2,3000
963,2011000635369,2100,13,16,2,700
964,2011000635369,2100,15,13,1,0
965,2011000636436,2100,7,62,1,59000
966,2011000636436,2100,7,58,2,28000
967,2011000638243,2100,22,20,2,4000
968,2011000638243,2100,30,21,2,3000
969,2011000638243,2100,30,20,2,2000
970,2011000639317,2100,17,57,1,80000
971,2011000639317,2100,23,56,2,50000
972,2011000639342,2100,17,20,1,130
973,2011000643619,2100,4,19,2,4400
974,2011000644334,2100,14,83,2,0
975,2011000644501,2100,7,87,2,0
976,2011000648042,2100,60,23,1,18000
977,2011000648042,2100,85,23,1,13100
978,2011000648197,2100,14,18,2,0
979,2011000649431,2100,9,72,2,30000
980,2011000649643,2100,15,54,1,55000
981,2011000649643,2100,14,53,2,62000
982,2011000652209,2100,11,39,1,0
983,2011000652209,2100,12,39,2,24000
984,2011000652209,2100,11,14,1,0
985,2011000652209,2100,12,10,1,0
986,2011000652937,2100,86,31,1,30000
987,2011000656564,2100,6,25,2,0
988,2011000657273,2100,19,50,1,70000
989,2011000657273,2100,21,48,2,25000
990,2011000658171,2100,4,79,1,0
991,2011000658171,2100,4,78,2,0
992,2011000658636,2100,6,55,1,0
993,2011000658636,2100,7,45,2,0
994,2011000658636,2100,6,15,1,0
995,2011000660495,2100,10,24,1,1600
996,2011000661472,2100,23,31,2,20000
997,2011000661472,2100,31,22,2,15000
998,2011000661766,2100,16,20,2,300
999,2011000664735,2100,3,68,1,0
1000,2011000664735,2100,4,69,2,0
1001,2011000664817,2100,27,43,2,0
1002,2011000664817,2100,26,45,1,115000
1003,2011000664817,2100,25,10,2,0
1004,2011000665586,2100,13,18,2,0
1005,2011000665940,2100,5,22,2,8000
1006,2011000667216,2100,18,23,1,0
1007,2011000671631,2100,2,21,1,1600
1008,2011000672275,2100,2,62,1,0
1009,2011000672275,2100,2,62,2,14400
1010,2011000672904,2100,5,78,2,0
1011,2011000675688,2100,24,49,1,30000
1012,2011000677285,2100,9,20,1,0
1013,2011000679208,2100,11,69,1,13000
1014,2011000679208,2100,10,61,2,0
1015,2011000679809,2100,2,44,1,9300
1016,2011000679809,2100,3,46,2,0
1017,2011000679809,2100,3,20,2,1000
1018,2011000679809,2100,5,18,2,1500
1019,2011000681355,2100,9,19,2,1500
1020,2011000683266,2100,22,79,1,0
1021,2011000683266,2100,21,31,2,0
1022,2011000684406,2100,24,25,2,11000
1023,2011000684406,2100,23,11,1,0
1024,2011000684406,2100,23,11,2,0
1025,2011000684406,2100,37,0,1,0
1026,2011000686602,2100,20,35,1,0
1027,2011000688700,2100,4,50,1,1000
1028,2011000688700,2100,4,57,2,48000
1029,2011000688741,2100,61,21,1,4000
1030,2011000688741,2100,85,21,1,5000
1031,2011000688741,2100,133,20,1,420
1032,2011000690054,2100,14,18,2,7500
1033,2011000690560,2100,36,47,2,48000
1034,2011000690560,2100,80,19,1,300
1035,2011000694485,2100,15,21,2,2000
1036,2011000694732,2100,4,72,1,0
1037,2011000694732,2100,3,71,2,0
1038,2011000695196,2100,13,69,1,0
1039,2011000695196,2100,12,64,2,25600
1040,2011000696670,2100,4,60,1,210000
1041,2011000696670,2100,3,58,2,0
1042,2011000697655,2100,19,23,2,20000
1043,2011000697655,2100,20,24,1,600
1044,2011000697756,2100,14,30,2,21700
1045,2011000697756,2100,16,31,1,19800
1046,2011000697906,2100,9,54,2,6000
1047,2011000697906,2100,11,26,2,20000
1048,2011000697906,2100,14,22,2,5000
1049,2011000702108,2100,13,20,1,2500
1050,2011000703371,2100,20,48,1,31200
1051,2011000705278,2100,18,50,1,75000
1052,2011000705278,2100,17,50,2,28000
1053,2011000705855,2100,5,68,1,0
1054,2011000705855,2100,5,66,2,0
1055,2011000705855,2100,8,31,1,41600
1056,2011000705997,2100,107,55,1,0
1057,2011000705997,2100,79,43,2,32000
1058,2011000706050,2100,21,62,2,0
1059,2011000706665,2100,25,28,2,6900
1060,2011000706665,2100,36,25,2,0
1061,2011000706942,2100,3,27,1,0
1062,2011000706942,2100,3,24,2,10000
1063,2011000708389,2100,24,26,2,20500
1064,2011000708389,2100,24,7,1,0
1065,2011000708389,2100,24,6,1,0
1066,2011000708389,2100,38,2,1,0
1067,2011000708389,2100,31,27,1,14000
1068,2011000708533,2100,19,85,2,0
1069,2011000711134,2100,13,73,2,0
1070,2011000711499,2100,4,55,1,64000
1071,2011000711499,2100,5,50,2,50000
1072,2011000711499,2100,13,18,1,0
1073,2011000712692,2100,5,77,2,0
1074,2011000714158,2100,25,44,1,56000
1075,2011000714158,2100,29,43,2,33300
1076,2011000714158,2100,26,12,2,0
1077,2011000714158,2100,26,11,2,0
1078,2011000715084,2100,20,34,1,80000
1079,2011000715084,2100,9,32,2,16000
1080,2011000715084,2100,10,11,2,0
1081,2011000715174,2100,10,19,2,1300
1082,2011000715850,2100,2,36,1,60000
1083,2011000715850,2100,3,35,2,35000
1084,2011000715850,2100,3,14,1,0
1085,2011000715850,2100,2,16,2,0
1086,2011000716608,2100,10,21,2,0
1087,2011000720596,2100,2,19,1,1300
1088,2011000723449,2100,5,64,1,0
1089,2011000723449,2100,5,65,2,15500
1090,2011000723765,2100,30,26,2,33000
1091,2011000729576,2100,12,19,1,2800
1092,2011000730403,2100,16,39,1,82000
1093,2011000730403,2100,15,30,2,15000
1094,2011000730403,2100,22,65,2,0
1095,2011000730403,2100,22,63,1,0
1096,2011000731667,2100,1,20,1,12000
1097,2011000732668,2100,25,19,1,2000
1098,2011000735377,2100,9,22,2,200
1099,2011000735377,2100,19,20,1,800
1100,2011000735777,2100,12,28,1,32000
1101,2011000735777,2100,10,24,2,0
1102,2011000737853,2100,17,61,2,0
1103,2011000737853,2100,18,60,1,4900
1104,2011000737853,2100,18,25,1,0
1105,2011000737853,2100,23,21,2,2200
1106,2011000739137,2100,3,31,1,0
1107,2011000739137,2100,2,27,2,41000
1108,2011000739137,2100,2,7,2,0
1109,2011000740159,2100,22,37,1,0
1110,2011000740363,2100,23,20,1,0
1111,2011000743432,2100,23,21,1,1600
1112,2011000747491,2100,19,52,1,0
1113,2011000747491,2100,18,51,2,67000
1114,2011000747726,2100,5,48,2,30000
1115,2011000747726,2100,6,21,2,20000
1116,2011000747726,2100,5,14,1,0
1117,2011000749139,2100,6,27,1,32000
1118,2011000749139,2100,4,26,2,18000
1119,2011000752934,2100,5,66,1,0
1120,2011000752934,2100,6,65,2,0
1121,2011000754728,2100,10,27,2,30000
1122,2011000759741,2100,27,24,2,25000
1123,2011000759741,2100,29,25,2,29000
1124,2011000759870,2100,57,34,2,7000
1125,2011000759870,2100,63,29,2,12000
1126,2011000759870,2100,90,1,2,0
1127,2011000759870,2100,60,38,1,0
1128,2011000761512,2100,14,22,1,12000
1129,2011000765866,2100,10,55,1,210000
1130,2011000765866,2100,10,53,2,0
1131,2011000766099,2100,12,22,2,1500
1132,2011000767693,2100,42,30,1,30000
1133,2011000767693,2100,32,26,1,0
1134,2011000768857,2100,28,57,2,18000
1135,2011000769193,2100,14,19,2,350
1136,2011000773130,2100,5,19,2,0
1137,2011000775934,2100,29,52,1,29600
1138,2011000775934,2100,27,51,2,41600
1139,2011000775934,2100,40,21,2,0
1140,2011000775934,2100,40,20,1,0
1141,2011000776892,2100,7,24,1,1400
1142,2011000776892,2100,8,26,1,11400
1143,2011000777679,2100,10,52,1,2e+05
1144,2011000777679,2100,15,46,2,10000
1145,2011000777679,2100,12,17,1,200
1146,2011000777679,2100,11,5,1,0
1147,2011000779716,2100,5,37,2,33000
1148,2011000779716,2100,5,37,1,42000
1149,2011000779716,2100,5,5,1,0
1150,2011000779801,2100,6,21,1,7200
1151,2011000782926,2100,1,24,2,5000
1152,2011000786086,2100,11,20,2,0
1153,2011000787376,2100,22,19,1,2800
1154,2011000787621,2100,33,21,2,3300
1155,2011000787621,2100,46,21,2,4500
1156,2011000787621,2100,45,20,2,4500
1157,2011000787621,2100,46,19,2,0
1158,2011000787817,2100,45,24,1,20000
1159,2011000787817,2100,39,24,2,20000
1160,2011000787817,2100,38,24,2,20000
1161,2011000787817,2100,39,24,2,20000
1162,2011000790508,2100,9,94,2,0
1163,2011000791114,2100,56,26,2,2500
1164,2011000791114,2100,54,11,1,0
1165,2011000791114,2100,54,5,1,0
1166,2011000791114,2100,78,4,2,0
1167,2011000791114,2100,88,2,1,0
1168,2011000791509,2100,14,63,1,399000
1169,2011000791509,2100,14,60,2,0
1170,2011000792179,2100,18,18,1,0
1171,2011000793512,2100,31,88,2,0
1172,2011000793512,2100,33,87,1,0
1173,2011000795864,2100,19,51,1,25000
1174,2011000796906,2100,4,38,1,57000
1175,2011000796906,2100,7,50,1,47000
1176,2011000797927,2100,17,23,1,18000
1177,2011000797927,2100,25,23,1,0
1178,2011000798654,2100,23,20,1,0
1179,2011000799212,2100,5,54,1,50000
1180,2011000800347,2100,5,68,2,0
1181,2011000800347,2100,4,70,1,0
1182,2011000800634,2100,2,20,1,9500
1183,2011000803022,2100,13,20,1,3500
1184,2011000804540,2100,1,59,1,12000
1185,2011000805821,2100,26,20,2,1000
1186,2011000805956,2100,13,56,1,101000
1187,2011000805956,2100,13,59,2,48000
1188,2011000805956,2100,11,22,2,10000
1189,2011000806227,2100,22,20,2,0
1190,2011000806741,2100,4,88,1,0
1191,2011000807310,2100,24,24,1,25000
1192,2011000808141,2100,35,94,1,0
1193,2011000809675,2100,19,24,2,22000
1194,2011000812555,2100,28,19,2,2500
1195,2011000817210,2100,1,22,2,8000
1196,2011000817581,2100,32,56,2,2000
1197,2011000817581,2100,26,51,1,4700
1198,2011000818218,2100,27,72,2,0
1199,2011000818218,2100,30,73,1,0
1200,2011000818615,2100,19,20,1,130
1201,2011000818961,2100,14,57,2,44000
1202,2011000818961,2100,17,45,1,0
1203,2011000821947,2100,7,24,1,0
1204,2011000821947,2100,7,24,2,10000
1205,2011000821947,2100,8,0,1,0
1206,2011000824388,2100,7,66,1,6000
1207,2011000824388,2100,6,64,2,6000
1208,2011000828515,2100,16,70,1,0
1209,2011000828515,2100,16,71,2,0
1210,2011000828566,2100,14,32,2,20000
1211,2011000830666,2100,29,24,1,26500
1212,2011000830666,2100,30,24,2,30000
1213,2011000832512,2100,53,28,1,17000
1214,2011000832512,2100,43,27,2,15000
1215,2011000832512,2100,86,4,2,0
1216,2011000833470,2100,6,66,1,0
1217,2011000833470,2100,6,49,2,25000
1218,2011000833470,2100,8,30,2,0
1219,2011000833470,2100,7,22,1,5000
1220,2011000833470,2100,7,22,1,18000
1221,2011000833613,2100,23,59,1,15000
1222,2011000841315,2100,6,36,2,29000
1223,2011000841315,2100,6,12,1,0
1224,2011000841945,2100,21,19,1,1300
1225,2011000841945,2100,17,19,1,1100
1226,2011000842662,2100,22,19,1,0
1227,2011000843426,2100,13,42,1,73000
1228,2011000843426,2100,14,12,1,0
1229,2011000843426,2100,22,38,2,63000
1230,2011000844054,2100,8,21,1,2000
1231,2011000845786,2100,24,70,1,0
1232,2011000845786,2100,23,69,2,0
1233,2011000847501,2100,3,55,2,12000
1234,2011000847968,2100,24,67,2,0
1235,2011000847968,2100,25,66,1,0
1236,2011000847984,2100,21,46,1,47000
1237,2011000850488,2100,25,19,2,1500
1238,2011000851981,2100,20,69,2,12500
1239,2011000851981,2100,18,64,1,18300
1240,2011000853568,2100,8,66,1,0
1241,2011000853568,2100,8,66,2,0
1242,2011000856043,2100,15,46,2,1e+05
1243,2011000856043,2100,11,13,2,0
1244,2011000856043,2100,11,11,1,0
1245,2011000858592,2100,3,37,2,40000
1246,2011000858592,2100,3,44,1,40000
1247,2011000858592,2100,3,11,2,0
1248,2011000858592,2100,3,7,1,0
1249,2011000859068,2100,18,37,1,28000
1250,2011000859865,2100,18,21,2,4000
1251,2011000861578,2100,6,85,1,0
1252,2011000861578,2100,7,82,2,0
1253,2011000862844,2100,4,74,1,0
1254,2011000862844,2100,4,72,2,0
1255,2011000863531,2100,8,50,1,59000
1256,2011000863531,2100,8,42,2,0
1257,2011000863749,2100,16,20,2,800
1258,2011000866019,2100,3,41,1,1e+05
1259,2011000866019,2100,2,42,2,0
1260,2011000866019,2100,2,15,2,0
1261,2011000866019,2100,3,38,2,0
1262,2011000866019,2100,7,18,2,1000
1263,2011000867429,2100,8,63,1,20500
1264,2011000867429,2100,8,55,2,20000
1265,2011000867429,2100,12,39,1,2000
1266,2011000867429,2100,16,19,2,12000
1267,2011000867429,2100,10,2,2,0
1268,2011000867429,2100,9,12,1,0
1269,2011000868888,2100,15,30,1,30000
1270,2011000868888,2100,14,32,2,32000
1271,2011000869066,2100,11,56,1,45000
1272,2011000869066,2100,10,54,2,48000
1273,2011000871044,2100,12,76,1,52000
1274,2011000871044,2100,12,71,2,0
1275,2011000872132,2100,21,59,2,11400
1276,2011000874259,2100,13,23,1,4800
1277,2011000874259,2100,19,21,1,4000
1278,2011000874979,2100,19,59,1,50000
1279,2011000874979,2100,18,52,2,0
1280,2011000878008,2100,63,30,1,90000
1281,2011000878316,2100,20,68,1,12000
1282,2011000878316,2100,22,66,2,0
1283,2011000881844,2100,19,32,2,70000
1284,2011000881844,2100,20,44,1,68000
1285,2011000882551,2100,23,20,2,0
1286,2011000883694,2100,40,94,2,0
1287,2011000883964,2100,4,39,2,95000
1288,2011000883966,2100,27,58,2,0
1289,2011000883966,2100,27,56,1,19600
1290,2011000887113,2100,17,66,1,10800
1291,2011000887113,2100,14,63,2,0
1292,2011000887822,2100,65,24,1,15000
1293,2011000887822,2100,91,23,1,3800
1294,2011000887822,2100,91,22,1,0
1295,2011000892953,2100,12,36,2,18000
1296,2011000892953,2100,12,33,1,42000
1297,2011000894051,2100,6,44,1,23000
1298,2011000894051,2100,6,41,2,93000
1299,2011000895040,2100,3,58,2,59000
1300,2011000897498,2100,47,19,2,2000
1301,2011000897498,2100,65,19,2,1800
1302,2011000898209,2100,24,85,1,0
1303,2011000898916,2100,26,45,2,65000
1304,2011000898916,2100,24,39,1,55000
1305,2011000898916,2100,24,7,2,0
1306,2011000898916,2100,26,3,1,0
1307,2011000901597,2100,5,73,2,0
1308,2011000902622,2100,17,32,1,29000
1309,2011000902622,2100,16,31,2,0
1310,2011000902622,2100,23,3,1,0
1311,2011000902622,2100,25,46,1,30000
1312,2011000902622,2100,24,43,1,0
1313,2011000902622,2100,24,79,1,0
1314,2011000902622,2100,23,70,2,0
1315,2011000902726,2100,5,70,2,0
1316,2011000902726,2100,5,73,1,0
1317,2011000905028,2100,18,57,1,13000
1318,2011000905573,2100,8,47,1,0
1319,2011000907901,2100,29,66,2,0
1320,2011000908858,2100,31,52,2,0
1321,2011000908858,2100,36,53,1,20000
1322,2011000909355,2100,13,63,1,33000
1323,2011000909355,2100,13,62,2,24200
1324,2011000909793,2100,15,72,1,0
1325,2011000909793,2100,9,51,2,0
1326,2011000909793,2100,11,15,2,0
1327,2011000910465,2100,12,77,1,0
1328,2011000910788,2100,16,19,2,350
1329,2011000912776,2100,12,25,1,21900
1330,2011000912776,2100,14,22,2,9600
1331,2011000913162,2100,12,70,1,0
1332,2011000913162,2100,11,63,2,143000
1333,2011000913339,2100,22,19,1,510
1334,2011000915248,2100,4,46,1,48000
1335,2011000915248,2100,4,17,2,0
1336,2011000916243,2100,23,20,1,580
1337,2011000920433,2100,14,58,2,22500
1338,2011000920433,2100,15,61,1,56000
1339,2011000924121,2100,15,67,1,0
1340,2011000924121,2100,15,73,2,0
1341,2011000924215,2100,3,61,1,44300
1342,2011000924215,2100,3,55,2,28000
1343,2011000924215,2100,3,14,1,0
1344,2011000924250,2100,13,39,2,1800
1345,2011000924250,2100,9,38,1,0
1346,2011000924250,2100,9,11,2,0
1347,2011000924524,2100,21,38,2,30000
1348,2011000924524,2100,29,2,2,0
1349,2011000924524,2100,21,32,1,20000
1350,2011000924620,2100,16,22,2,0
1351,2011000930395,2100,5,49,2,25000
1352,2011000930395,2100,4,52,1,30000
1353,2011000930395,2100,6,23,1,18000
1354,2011000930395,2100,6,21,2,3300
1355,2011000930395,2100,11,19,1,1100
1356,2011000931294,2100,19,19,1,1500
1357,2011000931958,2100,4,84,1,0
1358,2011000931958,2100,5,81,2,0
1359,2011000933449,2100,3,64,2,0
1360,2011000933449,2100,4,50,1,61000
1361,2011000933503,2100,14,79,1,0
1362,2011000933503,2100,15,77,2,0
1363,2011000946040,2100,14,21,1,7200
1364,2011000947310,2100,2,54,1,5500
1365,2011000949015,2100,2,65,1,62000
1366,2011000949015,2100,2,68,2,32000
1367,2011000949064,2100,16,21,2,0
1368,2011000949798,2100,21,55,2,0
1369,2011000950583,2100,15,45,1,20000
1370,2011000950622,2100,3,21,1,7200
1371,2011000951933,2100,5,59,2,31700
1372,2011000951933,2100,5,61,1,27900
1373,2011000952398,2100,13,84,2,0
1374,2011000954557,2100,12,56,1,26000
1375,2011000954557,2100,13,54,2,31000
1376,2011000955167,2100,18,42,1,110000
1377,2011000955167,2100,20,40,2,0
1378,2011000955167,2100,18,17,2,0
1379,2011000955167,2100,18,16,2,0
1380,2011000955167,2100,18,12,2,0
1381,2011000955167,2100,19,6,1,0
1382,2011000955707,2100,17,44,1,79000
1383,2011000955707,2100,19,45,2,56000
1384,2011000956292,2100,22,25,2,0
1385,2011000957969,2100,2,44,1,40000
1386,2011000957969,2100,2,41,2,0
1387,2011000957969,2100,3,15,2,0
1388,2011000957969,2100,3,13,1,0
1389,2011000957969,2100,3,12,1,0
1390,2011000957969,2100,2,10,2,0
1391,2011000957969,2100,2,5,1,0
1392,2011000959548,2100,12,70,2,0
1393,2011000961780,2100,2,19,1,3500
1394,2011000962094,2100,18,62,2,20000
1395,2011000967290,2100,14,39,1,12800
1396,2011000967290,2100,16,67,2,0
1397,2011000968377,2100,13,66,1,160000
