"","SERIALNO","PUMA","PWGTP","AGEP","SEX","WAGP"
1398,2011000968377,2100,12,60,2,25000
1399,2011000968553,2100,20,56,1,154000
1400,2011000968553,2100,20,58,2,8400
1401,2011000968553,2100,22,17,1,0
1402,2011000968553,2100,23,14,1,0
1403,2011000969609,2100,7,20,2,2500
1404,2011000969676,2100,33,19,2,270
1405,2011000969676,2100,30,1,2,0
1406,2011000970747,2100,10,29,1,44000
1407,2011000970747,2100,8,27,2,15000
1408,2011000972186,2100,6,72,2,0
1409,2011000972440,2100,16,28,1,10000
1410,2011000972440,2100,13,28,2,27000
1411,2011000974024,2100,45,56,2,25000
1412,2011000974024,2100,46,18,1,5000
1413,2011000974584,2100,45,27,2,30000
1414,2011000974584,2100,58,28,1,50000
1415,2011000975682,2100,18,61,2,0
1416,2011000976735,2100,10,56,1,69000
1417,2011000976735,2100,10,51,2,28200
1418,2011000978668,2100,11,21,1,7000
1419,2011000978954,2100,7,40,2,1800
1420,2011000978954,2100,6,41,1,3000
1421,2011000978954,2100,7,11,2,0
1422,2011000980181,2100,17,20,2,1500
1423,2011000981941,2100,7,57,2,20000
1424,2011000981941,2100,11,39,1,30000
1425,2011000981941,2100,10,34,1,0
1426,2011000984269,2100,2,67,1,14000
1427,2011000984269,2100,2,63,2,14000
1428,2011000986835,2100,77,51,1,80000
1429,2011000988601,2100,4,35,2,26000
1430,2011000988601,2100,4,16,2,1200
1431,2011000988601,2100,4,11,2,0
1432,2011000988601,2100,4,7,2,0
1433,2011000988601,2100,3,35,1,5100
1434,2011000989045,2100,8,21,1,2500
1435,2011000990587,2100,11,20,1,2000
1436,2011000998915,2100,16,25,2,48000
1437,2011000998915,2100,17,31,1,35000
1438,2011000998915,2100,26,2,1,0
1439,2011000999247,2100,3,62,2,10300
1440,2011001000459,2100,14,26,1,20000
1441,2011001001051,2100,14,22,1,12000
1442,2011001002193,2100,1,60,2,4000
1443,2011001004641,2100,11,79,2,0
1444,2011001004641,2100,13,76,1,3400
1445,2011001007676,2100,17,43,1,60000
1446,2011001007676,2100,23,42,2,0
1447,2011001007676,2100,18,8,1,0
1448,2011001007676,2100,17,6,1,0
1449,2011001009887,2100,13,40,1,81000
1450,2011001009887,2100,12,34,2,0
1451,2011001009887,2100,13,9,1,0
1452,2011001009887,2100,14,5,1,0
1453,2011001010539,2100,12,57,1,103000
1454,2011001010539,2100,14,68,2,0
1455,2011001010857,2100,12,22,1,9100
1456,2011001010980,2100,14,19,1,2500
1457,2011001011415,2100,4,22,2,8000
1458,2011001013833,2100,12,64,2,0
1459,2011001013852,2100,11,56,2,34500
1460,2011001013852,2100,11,56,1,2000
1461,2011001015854,2100,3,73,1,53000
1462,2011001015854,2100,3,57,2,90000
1463,2011001017112,2100,17,41,2,3200
1464,2011001017112,2100,15,17,2,0
1465,2011001017112,2100,16,14,2,0
1466,2011001017223,2100,14,49,1,50000
1467,2011001017223,2100,15,49,2,38700
1468,2011001018926,2100,23,76,2,0
1469,2011001020733,2100,20,35,2,0
1470,2011001020733,2100,35,43,1,5400
1471,2011001020733,2100,27,18,1,0
1472,2011001020782,2100,15,21,2,5000
1473,2011001021415,2100,11,20,2,10000
1474,2011001021415,2100,16,21,1,3500
1475,2011001021415,2100,12,25,1,5000
1476,2011001021535,2100,4,20,2,300
1477,2011001022361,2100,88,67,2,0
1478,2011001022361,2100,42,14,1,0
1479,2011001022361,2100,41,10,1,0
1480,2011001022361,2100,41,8,2,0
1481,2011001022361,2100,41,7,1,0
1482,2011001023020,2100,12,39,1,399000
1483,2011001023020,2100,14,40,2,0
1484,2011001023020,2100,13,4,1,0
1485,2011001023027,2100,14,47,1,0
1486,2011001023027,2100,15,47,2,0
1487,2011001023027,2100,14,11,2,0
1488,2011001023027,2100,15,10,1,0
1489,2011001023027,2100,15,8,1,0
1490,2011001027184,2100,5,48,2,23700
1491,2011001027184,2100,5,51,1,46900
1492,2011001027184,2100,6,22,2,9000
1493,2011001027184,2100,6,20,1,2400
1494,2011001028310,2100,4,58,2,50000
1495,2011001028310,2100,4,59,1,0
1496,2011001028310,2100,6,80,2,0
1497,2011001028492,2100,5,32,2,25000
1498,2011001030252,2100,7,19,1,2500
1499,2011001030500,2100,1,39,1,1000
1500,2011001030524,2100,24,25,2,0
1501,2011001030524,2100,34,28,2,14000
1502,2011001033476,2100,12,44,1,399000
1503,2011001033476,2100,14,44,2,0
1504,2011001033476,2100,13,15,1,0
1505,2011001033476,2100,13,12,2,0
1506,2011001033476,2100,12,9,2,0
1507,2011001033945,2100,9,37,2,23000
1508,2011001033945,2100,12,21,1,3400
1509,2011001033945,2100,12,17,2,2100
1510,2011001034491,2100,6,46,2,32000
1511,2011001034491,2100,5,57,1,3600
1512,2011001034491,2100,6,16,2,600
1513,2011001039935,2100,26,67,2,0
1514,2011001040306,2100,11,28,1,24000
1515,2011001040306,2100,10,26,2,0
1516,2011001040306,2100,20,3,2,0
1517,2011001040306,2100,14,1,1,0
1518,2011001040409,2100,2,18,2,4000
1519,2011001040409,2100,2,27,1,3000
1520,2011001040565,2100,29,19,1,2000
1521,2011001040792,2100,6,54,1,30000
1522,2011001040792,2100,8,24,2,0
1523,2011001043949,2100,10,44,1,0
1524,2011001045152,2100,17,22,2,1500
1525,2011001048359,2100,13,45,2,0
1526,2011001048359,2100,30,18,1,0
1527,2011001048359,2100,12,34,1,33000
1528,2011001048359,2100,12,12,1,0
1529,2011001048948,2100,3,43,2,16000
1530,2011001048948,2100,3,47,1,45000
1531,2011001049745,2100,21,61,1,27200
1532,2011001049745,2100,29,63,1,830
1533,2011001052457,2100,58,18,2,11200
1534,2011001052457,2100,49,21,2,2900
1535,2011001052457,2100,49,21,2,0
1536,2011001052457,2100,80,18,2,0
1537,2011001052851,2100,5,59,2,34200
1538,2011001052880,2100,10,35,1,25000
1539,2011001052880,2100,15,35,2,0
1540,2011001052880,2100,14,4,2,0
1541,2011001052880,2100,14,1,2,0
1542,2011001053292,2100,14,46,1,10900
1543,2011001054416,2100,17,64,2,0
1544,2011001054688,2100,18,18,2,11000
1545,2011001054735,2100,17,27,2,20000
1546,2011001054790,2100,31,27,2,38000
1547,2011001054790,2100,24,27,1,38000
1548,2011001054790,2100,47,28,1,27000
1549,2011001054790,2100,38,26,2,1800
1550,2011001054821,2100,39,47,1,28000
1551,2011001054821,2100,20,51,2,15400
1552,2011001055707,2100,1,54,1,5500
1553,2011001056573,2100,46,20,2,2000
1554,2011001056573,2100,64,20,2,300
1555,2011001056573,2100,65,20,2,1000
1556,2011001060551,2100,2,20,2,0
1557,2011001061206,2100,7,20,2,300
1558,2011001064242,2100,32,22,2,1000
1559,2011001065181,2100,14,53,1,70000
1560,2011001065181,2100,15,48,2,70000
1561,2011001065231,2100,19,54,1,1000
1562,2011001067005,2100,25,48,1,0
1563,2011001067780,2100,21,18,2,2500
1564,2011001072007,2100,54,46,2,0
1565,2011001072007,2100,89,21,2,8500
1566,2011001072007,2100,36,9,2,0
1567,2011001072148,2100,19,19,2,1800
1568,2011001072804,2100,17,19,1,2000
1569,2011001072909,2100,52,21,2,1100
1570,2011001072909,2100,72,21,2,4200
1571,2011001075172,2100,4,53,1,36000
1572,2011001076894,2100,16,56,1,48000
1573,2011001076894,2100,17,52,2,60000
1574,2011001076894,2100,25,23,2,12000
1575,2011001076894,2100,47,19,1,0
1576,2011001077062,2100,31,31,2,0
1577,2011001077062,2100,32,37,1,66000
1578,2011001077062,2100,33,7,2,0
1579,2011001077062,2100,35,5,1,0
1580,2011001077062,2100,48,3,2,0
1581,2011001077062,2100,34,1,1,0
1582,2011001077444,2100,15,18,1,2000
1583,2011001077965,2100,12,20,2,2000
1584,2011001079838,2100,1,22,2,0
1585,2011001081476,2100,7,19,2,750
1586,2011001081765,2100,11,64,2,5500
1587,2011001085749,2100,19,30,1,1300
1588,2011001085800,2100,10,64,1,399000
1589,2011001085800,2100,12,67,2,0
1590,2011001088245,2100,20,40,2,40000
1591,2011001088245,2100,17,40,1,60000
1592,2011001088245,2100,19,9,2,0
1593,2011001088245,2100,18,9,2,0
1594,2011001090666,2100,18,22,1,5000
1595,2011001090666,2100,18,28,1,1600
1596,2011001093352,2100,12,19,1,8500
1597,2011001097797,2100,9,51,1,95000
1598,2011001097797,2100,8,50,2,48600
1599,2011001100725,2100,16,19,1,2500
1600,2011001101699,2100,6,74,1,0
1601,2011001101699,2100,7,70,2,0
1602,2011001104306,2100,15,48,2,0
1603,2011001104306,2100,14,52,1,399000
1604,2011001104306,2100,13,17,2,1200
1605,2011001104808,2100,4,46,2,24000
1606,2011001104808,2100,4,20,1,6000
1607,2011001104808,2100,3,17,2,1200
1608,2011001108143,2100,2,56,1,4000
1609,2011001108143,2100,1,58,2,27200
1610,2011001110083,2100,19,43,1,18800
1611,2011001110083,2100,20,41,2,180
1612,2011001110153,2100,22,66,2,49500
1613,2011001111318,2100,21,22,2,2000
1614,2011001111633,2100,5,51,2,0
1615,2011001111883,2100,24,35,2,65000
1616,2011001111883,2100,42,35,1,50000
1617,2011001112176,2100,19,61,2,0
1618,2011001112176,2100,21,61,1,68000
1619,2011001112176,2100,29,28,1,0
1620,2011001112958,2100,45,61,1,22000
1621,2011001114247,2100,99,41,1,0
1622,2011001114247,2100,115,39,2,0
1623,2011001114247,2100,111,8,1,0
1624,2011001114411,2100,1,77,1,0
1625,2011001114411,2100,2,75,2,0
1626,2011001116084,2100,18,20,1,2000
1627,2011001116429,2100,22,68,1,147000
1628,2011001116429,2100,22,70,2,0
1629,2011001118971,2100,17,18,2,0
1630,2011001121169,2100,19,24,2,1000
1631,2011001122420,2100,39,39,1,61000
1632,2011001122420,2100,45,35,2,38000
1633,2011001123781,2100,83,40,2,0
1634,2011001123781,2100,61,39,1,20000
1635,2011001124466,2100,26,48,2,30000
1636,2011001125356,2100,3,40,1,0
1637,2011001125356,2100,3,39,2,0
1638,2011001125356,2100,2,16,1,0
1639,2011001125356,2100,3,16,1,0
1640,2011001127270,2100,12,60,1,1e+05
1641,2011001127270,2100,12,59,2,65000
1642,2011001128335,2100,3,50,2,70000
1643,2011001128335,2100,4,51,1,70000
1644,2011001128335,2100,4,16,1,0
1645,2011001128335,2100,4,15,2,0
1646,2011001129246,2100,57,73,1,0
1647,2011001129246,2100,46,53,2,38000
1648,2011001129333,2100,11,20,1,0
1649,2011001129333,2100,14,20,1,0
1650,2011001129517,2100,30,58,2,18000
1651,2011001129517,2100,32,58,1,120000
1652,2011001129517,2100,34,17,2,700
1653,2011001129673,2100,26,18,1,800
1654,2011001129899,2100,20,27,1,30000
1655,2011001129899,2100,28,24,2,3200
1656,2011001130278,2100,22,29,1,3200
1657,2011001130594,2100,16,25,2,16000
1658,2011001130594,2100,15,5,2,0
1659,2011001130594,2100,22,3,2,0
1660,2011001131000,2100,15,20,2,1500
1661,2011001131314,2100,22,19,1,0
1662,2011001132346,2100,21,94,1,0
1663,2011001133419,2100,14,59,1,81000
1664,2011001133419,2100,14,58,2,0
1665,2011001135730,2100,26,28,1,31900
1666,2011001135730,2100,29,30,1,41700
1667,2011001136079,2100,24,49,2,35000
1668,2011001136079,2100,24,48,1,1e+05
1669,2011001136862,2100,22,22,2,0
1670,2011001137624,2100,3,52,2,38000
1671,2011001138698,2100,13,21,2,2000
1672,2011001142913,2100,21,59,1,42000
1673,2011001142913,2100,21,60,2,30000
1674,2011001143667,2100,14,19,2,2000
1675,2011001145185,2100,11,20,2,6000
1676,2011001145874,2100,4,88,1,0
1677,2011001145874,2100,4,81,2,0
1678,2011001146704,2100,14,53,1,20000
1679,2011001146704,2100,14,51,2,17200
1680,2011001147009,2100,1,65,1,135000
1681,2011001147009,2100,2,57,2,399000
1682,2011001147461,2100,7,94,2,0
1683,2011001147995,2100,5,53,1,45500
1684,2011001147995,2100,4,55,2,20800
1685,2011001148574,2100,12,30,1,48000
1686,2011001148996,2100,36,58,2,0
1687,2011001148996,2100,37,63,1,0
1688,2011001150063,2100,5,56,1,60000
1689,2011001151480,2100,12,21,1,2000
1690,2011001152616,2100,2,55,1,0
1691,2011001152616,2100,2,56,2,0
1692,2011001152616,2100,2,12,1,0
1693,2011001152616,2100,3,58,1,36000
1694,2011001153364,2100,13,76,2,0
1695,2011001159226,2100,17,22,2,5500
1696,2011001159967,2100,13,21,1,7200
1697,2011001161669,2100,3,87,1,0
1698,2011001163083,2100,8,26,2,28000
1699,2011001164348,2100,28,85,2,0
1700,2011001167189,2100,23,73,2,0
1701,2011001167373,2100,11,23,1,18000
1702,2011001169658,2100,14,68,1,1400
1703,2011001169658,2100,15,67,2,0
1704,2011001169666,2100,17,21,1,0
1705,2011001172429,2100,18,87,2,0
1706,2011001173420,2100,13,39,1,15000
1707,2011001173551,2100,9,42,2,46000
1708,2011001173551,2100,13,17,1,650
1709,2011001173551,2100,6,6,2,0
1710,2011001175119,2100,38,40,2,30700
1711,2011001175119,2100,26,14,2,0
1712,2011001177373,2100,20,67,2,25000
1713,2011001180813,2100,11,18,1,1000
1714,2011001180908,2100,3,27,1,38000
1715,2011001180908,2100,4,32,2,39000
1716,2011001180908,2100,4,12,2,0
1717,2011001180908,2100,4,8,1,0
1718,2011001188178,2100,1,19,1,25000
1719,2011001190458,2100,12,62,1,88000
1720,2011001190458,2100,6,57,2,0
1721,2011001190458,2100,13,28,2,10500
1722,2011001191342,2100,33,84,1,0
1723,2011001191342,2100,32,83,2,0
1724,2011001193354,2100,17,26,2,1500
1725,2011001193892,2100,36,31,1,24000
1726,2011001193892,2100,53,32,2,0
1727,2011001193892,2100,59,11,1,0
1728,2011001193892,2100,59,7,1,0
1729,2011001193892,2100,58,2,2,0
1730,2011001195027,2100,13,45,2,39100
1731,2011001195027,2100,16,23,2,5000
1732,2011001195027,2100,16,21,2,12000
1733,2011001195027,2100,12,3,2,0
1734,2011001195027,2100,12,1,2,0
1735,2011001195027,2100,16,22,1,8000
1736,2011001195102,2100,1,7,1,0
1737,2011001195429,2100,2,63,1,59000
1738,2011001195429,2100,1,53,2,35000
1739,2011001195878,2100,12,46,1,130000
1740,2011001195878,2100,13,44,2,27000
1741,2011001195878,2100,11,17,2,1000
1742,2011001198370,2100,14,43,1,18000
1743,2011001198370,2100,9,48,2,10000
1744,2011001198405,2100,3,77,2,0
1745,2011001199426,2100,35,35,2,11000
1746,2011001199426,2100,23,10,2,0
1747,2011001199426,2100,23,5,2,0
1748,2011001199426,2100,38,4,1,0
1749,2011001203063,2100,25,64,2,23000
1750,2011001204948,2100,109,30,1,5000
1751,2011001204948,2100,48,26,2,20000
1752,2011001204948,2100,45,9,2,0
1753,2011001204948,2100,45,8,2,0
1754,2011001204948,2100,46,6,1,0
1755,2011001205005,2100,8,56,2,29000
1756,2011001205556,2100,3,63,1,40000
1757,2011001205556,2100,4,58,2,0
1758,2011001206054,2100,15,22,1,0
1759,2011001206459,2100,14,19,1,3000
1760,2011001207152,2100,31,65,1,0
1761,2011001207809,2100,2,19,1,0
1762,2011001209267,2100,6,29,1,5000
1763,2011001210003,2100,13,53,1,60000
1764,2011001210003,2100,12,52,2,25000
1765,2011001214890,2100,60,63,1,28000
1766,2011001217283,2100,4,75,1,0
1767,2011001217283,2100,4,80,2,0
1768,2011001217961,2100,10,63,1,0
1769,2011001217961,2100,11,63,2,15800
1770,2011001218727,2100,46,19,1,600
1771,2011001219861,2100,40,94,2,0
1772,2011001221460,2100,20,57,1,130000
1773,2011001221460,2100,20,59,2,93000
1774,2011001223105,2100,20,36,1,48000
1775,2011001223521,2100,19,26,1,18000
1776,2011001223521,2100,16,27,2,36000
1777,2011001223703,2100,12,21,1,8000
1778,2011001223703,2100,16,21,1,10000
1779,2011001224791,2100,4,82,2,0
1780,2011001225062,2100,1,55,1,8500
1781,2011001227210,2100,3,38,1,64000
1782,2011001227210,2100,4,33,2,35000
1783,2011001227210,2100,4,0,2,0
1784,2011001227886,2100,3,76,1,0
1785,2011001227886,2100,3,74,2,0
1786,2011001228315,2100,44,58,2,0
1787,2011001228315,2100,22,10,2,0
1788,2011001229022,2100,1,53,2,800
1789,2011001231067,2100,13,52,1,48000
1790,2011001231067,2100,13,50,2,55000
1791,2011001231745,2100,19,32,2,1e+05
1792,2011001231745,2100,20,36,1,38000
1793,2011001231745,2100,22,1,1,0
1794,2011001235875,2100,12,58,2,55000
1795,2011001235875,2100,11,61,1,0
1796,2011001240435,2100,2,20,1,8000
1797,2011001243673,2100,25,68,2,0
1798,2011001243673,2100,27,71,1,0
1799,2011001245930,2100,6,29,2,800
1800,2011001245930,2100,5,13,1,0
1801,2011001245930,2100,5,10,2,0
1802,2011001245930,2100,5,9,1,0
1803,2011001245930,2100,5,7,2,0
1804,2011001245930,2100,11,50,1,7000
1805,2011001246298,2100,25,47,2,34000
1806,2011001246298,2100,24,41,1,42000
1807,2011001246298,2100,24,14,2,0
1808,2011001246298,2100,32,84,2,0
1809,2011001247024,2100,25,40,2,0
1810,2011001247024,2100,23,41,1,45000
1811,2011001247024,2100,35,3,2,0
1812,2011001247024,2100,25,3,1,0
1813,2011001249465,2100,15,18,1,1100
1814,2011001249924,2100,10,22,2,5500
1815,2011001250244,2100,5,67,1,0
1816,2011001250244,2100,4,60,2,0
1817,2011001252205,2100,9,18,2,1900
1818,2011001253246,2100,6,33,1,55000
1819,2011001253246,2100,6,33,2,0
1820,2011001253246,2100,6,6,1,0
1821,2011001253246,2100,6,4,1,0
1822,2011001253246,2100,6,1,1,0
1823,2011001254603,2100,9,20,1,0
1824,2011001255876,2100,16,20,1,3200
1825,2011001255883,2100,6,83,1,0
1826,2011001260160,2100,8,53,2,0
1827,2011001260654,2100,15,40,1,78000
1828,2011001260654,2100,17,36,2,45000
1829,2011001260654,2100,15,16,1,0
1830,2011001260654,2100,16,8,1,0
1831,2011001261627,2100,26,65,1,40000
1832,2011001261627,2100,26,55,2,35800
1833,2011001262040,2100,57,20,2,2000
1834,2011001262040,2100,58,23,1,13700
1835,2011001262425,2100,13,43,1,56000
1836,2011001262425,2100,14,39,2,79000
1837,2011001262425,2100,14,10,1,0
1838,2011001262425,2100,14,7,1,0
1839,2011001267049,2100,19,20,1,3000
1840,2011001269337,2100,19,62,1,68000
1841,2011001269337,2100,19,60,2,0
1842,2011001270501,2100,11,50,2,30000
1843,2011001270869,2100,10,63,2,0
1844,2011001270869,2100,15,85,2,5000
1845,2011001271218,2100,26,18,1,7500
1846,2011001275397,2100,29,77,2,0
1847,2011001275397,2100,45,49,1,0
1848,2011001276886,2100,2,20,1,6000
1849,2011001279723,2100,19,20,1,2100
1850,2011001279812,2100,25,47,2,41000
1851,2011001279812,2100,27,52,1,44000
1852,2011001284511,2100,15,20,2,900
1853,2011001284835,2100,44,25,1,32100
1854,2011001284982,2100,13,67,1,0
1855,2011001284982,2100,11,61,2,0
1856,2011001284982,2100,16,28,1,0
1857,2011001287108,2100,27,47,1,33300
1858,2011001287108,2100,28,45,2,35500
1859,2011001287108,2100,35,20,1,2200
1860,2011001287108,2100,65,18,1,0
1861,2011001288299,2100,7,44,1,54000
1862,2011001288299,2100,7,52,2,40800
1863,2011001288299,2100,10,26,1,23000
1864,2011001289696,2100,21,22,1,0
1865,2011001290767,2100,7,34,2,25000
1866,2011001290767,2100,9,17,1,500
1867,2011001290767,2100,4,14,1,0
1868,2011001294008,2100,4,94,1,0
1869,2011001297213,2100,2,21,1,3500
1870,2011001297417,2100,2,70,2,0
1871,2011001297417,2100,2,72,1,0
1872,2011001298169,2100,11,28,2,500
1873,2011001298169,2100,16,5,1,0
1874,2011001298169,2100,16,1,1,0
1875,2011001298169,2100,13,24,1,40000
1876,2011001300984,2100,7,18,1,1100
1877,2011001301913,2100,11,20,1,2000
1878,2011001303610,2100,7,87,2,0
1879,2011001303619,2100,5,68,2,14400
1880,2011001305329,2100,21,57,2,36000
1881,2011001305329,2100,25,69,1,0
1882,2011001305329,2100,37,34,1,24000
1883,2011001305568,2100,33,83,1,0
1884,2011001305568,2100,33,82,2,0
1885,2011001305741,2100,21,28,1,24000
1886,2011001305895,2100,4,85,2,0
1887,2011001305895,2100,4,90,1,0
1888,2011001306052,2100,28,61,2,44400
1889,2011001306052,2100,30,38,2,35900
1890,2011001307635,2100,2,62,1,50000
1891,2011001307635,2100,2,61,2,40000
1892,2011001309560,2100,29,68,2,0
1893,2011001309708,2100,2,33,2,63000
1894,2011001309708,2100,3,37,1,33000
1895,2011001309708,2100,5,1,2,0
1896,2011001311395,2100,19,53,1,90000
1897,2011001311395,2100,17,55,2,53000
1898,2011001312405,2100,11,19,1,0
1899,2011001314679,2100,17,58,2,0
1900,2011001314679,2100,21,58,1,180000
1901,2011001316782,2100,36,36,2,20000
1902,2011001316782,2100,48,19,1,3000
1903,2011001316782,2100,24,12,1,0
1904,2011001316782,2100,24,6,2,0
1905,2011001316782,2100,24,6,1,0
1906,2011001316782,2100,39,4,1,0
1907,2011001318043,2100,34,63,1,0
1908,2011001318043,2100,34,52,2,0
1909,2011001318781,2100,18,68,1,0
1910,2011001318781,2100,18,67,2,0
1911,2011001319029,2100,14,75,2,0
1912,2011001319029,2100,15,75,1,0
1913,2011001320572,2100,4,27,2,25000
1914,2011001321315,2100,32,69,2,3200
1915,2011001322014,2100,18,24,1,1500
1916,2011001322102,2100,27,69,1,0
1917,2011001323840,2100,20,63,1,43000
1918,2011001323840,2100,20,55,2,37000
1919,2011001323840,2100,31,20,2,13100
1920,2011001324118,2100,41,25,2,2000
1921,2011001324118,2100,52,26,1,18000
1922,2011001324118,2100,60,0,1,0
1923,2011001326807,2100,7,50,1,210000
1924,2011001326807,2100,8,48,2,0
1925,2011001326807,2100,8,12,2,0
1926,2011001326807,2100,9,8,1,0
1927,2011001328027,2100,24,48,2,33400
1928,2011001328027,2100,18,46,1,31100
1929,2011001328027,2100,20,12,2,0
1930,2011001328027,2100,19,10,1,0
1931,2011001328027,2100,24,73,2,0
1932,2011001328283,2100,24,32,1,1e+05
1933,2011001328283,2100,23,31,2,0
1934,2011001328283,2100,23,5,2,0
1935,2011001328283,2100,24,3,1,0
1936,2011001328283,2100,35,3,2,0
1937,2011001328283,2100,24,0,1,0
1938,2011001332419,2100,10,31,1,44300
1939,2011001333577,2100,8,74,1,0
1940,2011001335411,2100,18,18,2,7500
1941,2011001337058,2100,10,74,1,0
1942,2011001338017,2100,4,55,1,39900
1943,2011001338017,2100,3,51,2,66000
1944,2011001341577,2100,2,20,1,400
1945,2011001342295,2100,17,58,1,15000
1946,2011001342295,2100,15,56,2,21000
1947,2011001343690,2100,14,61,2,0
1948,2011001349997,2100,27,82,1,0
1949,2011001349997,2100,27,82,2,0
1950,2011001350119,2100,13,25,1,15000
1951,2011001350119,2100,19,22,1,16000
1952,2011001350215,2100,86,48,1,16000
1953,2011001350233,2100,2,22,1,12000
1954,2011001351247,2100,8,18,2,2500
1955,2011001351366,2100,15,46,1,68000
1956,2011001351366,2100,21,44,2,18000
1957,2011001351366,2100,16,14,1,0
1958,2011001351366,2100,16,6,1,0
1959,2011001351474,2100,15,50,1,90000
1960,2011001351474,2100,16,49,2,105000
1961,2011001351474,2100,20,21,2,8000
1962,2011001351474,2100,34,18,2,3500
1963,2011001352744,2100,10,27,2,24000
1964,2011001353256,2100,16,44,2,107000
1965,2011001353256,2100,16,46,1,62000
1966,2011001353256,2100,15,15,2,0
1967,2011001353256,2100,15,10,2,0
1968,2011001353720,2100,12,78,1,0
1969,2011001353720,2100,11,79,2,0
1970,2011001356719,2100,18,20,2,1200
1971,2011001356719,2100,25,21,2,900
1972,2011001356719,2100,15,20,2,2900
1973,2011001356719,2100,25,20,2,2400
1974,2011001356971,2100,31,20,2,0
1975,2011001356971,2100,44,21,2,4000
1976,2011001358581,2100,14,21,2,5000
1977,2011001358581,2100,19,21,2,1000
1978,2011001358581,2100,19,21,2,1000
1979,2011001359489,2100,19,43,1,20000
1980,2011001359726,2100,2,28,1,32000
1981,2011001362531,2100,46,21,2,1000
1982,2011001362531,2100,37,21,2,2000
1983,2011001362531,2100,65,21,2,2400
1984,2011001362886,2100,29,32,1,65000
1985,2011001362886,2100,21,28,2,30000
1986,2011001362886,2100,41,0,2,0
1987,2011001364977,2100,25,39,2,65000
1988,2011001365777,2100,19,27,2,21000
1989,2011001365777,2100,24,27,1,21000
1990,2011001366554,2100,27,64,1,22000
1991,2011001366944,2100,7,29,1,21900
1992,2011001367973,2100,7,18,2,0
1993,2011001368799,2100,11,19,2,2000
1994,2011001369322,2100,19,27,1,30100
1995,2011001369322,2100,20,24,2,20000
1996,2011001369322,2100,23,2,1,0
1997,2011001371396,2100,17,67,1,0
1998,2011001371396,2100,14,57,2,43100
1999,2011001372436,2100,3,23,1,35000
2000,2011001373550,2100,25,79,2,0
2001,2011001374427,2100,27,51,2,14000
2002,2011001374427,2100,34,29,1,9000
2003,2011001374427,2100,18,14,2,0
2004,2011001380115,2100,3,59,2,0
2005,2011001380115,2100,4,54,1,24000
2006,2011001380336,2100,16,94,2,0
2007,2011001383450,2100,23,44,2,58000
2008,2011001383450,2100,27,59,1,0
2009,2011001384580,2100,9,21,2,650
2010,2011001384580,2100,13,22,2,3000
2011,2011001384580,2100,13,22,2,0
2012,2011001384580,2100,13,22,2,0
2013,2011001384580,2100,13,21,2,5000
2014,2011001384803,2100,57,41,2,50000
2015,2011001384803,2100,41,30,1,20000
2016,2011001384803,2100,64,4,1,0
2017,2011001384803,2100,63,0,1,0
2018,2011001385262,2100,13,34,1,140000
2019,2011001385262,2100,9,29,2,15000
2020,2011001385441,2100,16,27,2,10000
2021,2011001385441,2100,15,33,1,20000
2022,2011001385441,2100,16,32,1,20000
2023,2011001385441,2100,13,26,1,80000
2024,2011001385441,2100,18,25,2,45000
2025,2011001385441,2100,11,23,2,0
2026,2011001385441,2100,18,23,1,0
2027,2011001385441,2100,11,22,2,4000
2028,2011001385441,2100,19,21,2,1000
2029,2011001385441,2100,20,18,2,1000
2030,2011001385441,2100,10,18,2,0
2031,2011001385441,2100,12,18,2,0
2032,2011001385457,2100,19,61,1,155000
2033,2011001385457,2100,19,61,2,36000
2034,2011001388270,2100,6,32,1,15000
2035,2011001388270,2100,5,5,2,0
2036,2011001390622,2100,5,73,1,0
2037,2011001390622,2100,8,72,2,0
2038,2011001392286,2100,77,30,1,51000
2039,2011001392286,2100,56,27,2,0
2040,2011001392286,2100,81,6,1,0
2041,2011001392286,2100,79,3,1,0
2042,2011001392286,2100,79,1,1,0
2043,2011001392286,2100,81,9,1,0
2044,2011001393039,2100,22,57,1,399000
2045,2011001393039,2100,21,64,2,62000
2046,2011001395641,2100,13,53,2,55000
2047,2011001396039,2100,63,54,1,0
2048,2011001397419,2100,3,56,2,1200
2049,2011001397419,2100,3,51,1,50000
2050,2011001397806,2100,11,44,1,75000
2051,2011001397806,2100,17,41,2,0
2052,2011001397806,2100,19,13,2,0
2053,2011001397806,2100,20,11,2,0
2054,2011001397806,2100,19,3,2,0
2055,2011001399935,2100,53,60,2,17300
2056,2011001399935,2100,61,29,2,15000
2057,2011001401197,2100,10,28,2,22200
2058,2011001402829,2100,13,61,2,55000
2059,2011001402829,2100,13,61,1,40000
2060,2011001402987,2100,3,56,1,75000
2061,2011001402987,2100,2,55,2,77000
2062,2011001405132,2100,3,68,1,6000
2063,2011001405132,2100,3,68,2,0
2064,2011001406990,2100,49,23,1,0
2065,2011001406990,2100,68,24,1,0
2066,2011001406990,2100,41,23,2,0
2067,2011001406990,2100,42,23,2,0
2068,2011001407503,2100,1,28,1,7500
2069,2011001408884,2100,19,19,1,600
2070,2011001408988,2100,3,24,1,10000
2071,2011001408988,2100,4,0,1,0
2072,2011001408988,2100,3,24,2,1800
2073,2011001410073,2100,32,22,1,27000
2074,2011001410318,2100,33,49,2,75000
2075,2011001411882,2100,14,20,1,5200
